siteID,seas,yr,Criteria1,Criteria2,Criteria3,Ca,Mg,K,Na,NH4,NO3,totalN,Cl,SO4,Br,hplus,svol,ppt,fullChemLab,daysSample,startDate,lastDate
NC35,Annual,2018,92,100,98,0.877,0.361,0.361,3.147,5.124,4.763,5.058,6.225,3.697,-9,0.032,79429.6,171.958,41,363,"2018-01-02 00:00","2018-12-31 00:00"
NC35,Annual,2019,94,98,100,0.600,0.313,0.491,2.671,6.596,5.669,6.406,4.688,4.252,-9,0.027,85625.6,136.286,44,364,"2018-12-31 00:00","2019-12-23 00:00"
NC36,Annual,1983,19,21,97,0.199,0.148,0.078,1.111,0.362,1.711,0.668,1.910,3.504,-9,0.047,25429.5,38.976,9,77,"1983-10-18 00:00","1984-01-03 00:00"
NC36,Annual,1984,85,100,97,1.037,0.452,0.332,2.487,1.955,10.664,3.928,4.468,17.739,-9,0.357,84596.4,132.973,33,365,"1984-01-03 00:00","1985-01-02 00:00"
NC36,Annual,1985,90,100,83,0.755,0.378,0.252,2.153,1.108,7.920,2.650,3.815,14.594,-9,0.304,70164.0,125.915,38,363,"1985-01-02 00:00","1985-12-31 00:00"
NC36,Annual,1986,87,100,75,0.520,0.244,0.162,1.453,1.283,9.370,3.113,2.566,15.288,-9,0.310,39303.1,81.192,31,364,"1985-12-31 00:00","1986-12-30 00:00"
NC36,Annual,1987,83,100,77,0.600,0.319,0.217,2.144,1.480,10.833,3.597,3.853,18.973,-9,0.402,65594.6,127.594,36,364,"1986-12-30 00:00","1987-12-29 00:00"
NC36,Annual,1988,85,100,93,0.870,0.294,0.185,2.001,1.348,11.220,3.582,3.740,22.353,-9,0.448,62657.2,108.723,36,371,"1987-12-29 00:00","1989-01-03 00:00"
NC36,Annual,1989,83,100,86,1.119,0.330,0.344,1.893,3.098,16.194,6.066,3.514,25.217,-9,0.504,81197.1,143.439,36,364,"1989-01-03 00:00","1990-01-02 00:00"
NC36,Annual,1990,92,100,97,0.897,0.508,0.270,3.662,2.290,11.624,4.405,6.622,19.586,-9,0.374,70931.2,108.029,43,364,"1990-01-02 00:00","1991-01-01 00:00"
NC36,Annual,1991,94,100,96,0.633,0.251,0.218,1.767,1.702,11.508,3.922,3.142,16.886,-9,0.367,69844.9,109.080,43,364,"1991-01-01 00:00","1991-12-31 00:00"
NC36,Annual,1992,88,100,92,0.616,0.271,0.197,1.946,1.799,10.594,3.791,3.301,16.495,-9,0.307,73711.8,123.189,39,364,"1991-12-31 00:00","1992-12-29 00:00"
NC36,Annual,1993,89,100,88,0.567,0.325,0.189,2.403,1.595,9.896,3.475,4.208,15.604,-9,0.316,63320.2,104.938,42,371,"1992-12-29 00:00","1994-01-04 00:00"
NC36,Annual,1994,75,100,86,0.744,0.336,0.252,2.483,2.087,12.667,4.483,4.414,19.037,-9,0.423,70819.2,119.955,35,364,"1994-01-04 00:00","1995-01-03 00:00"
NC36,Annual,1995,85,100,84,0.660,0.330,0.203,2.528,2.337,11.330,4.375,4.230,15.267,-9,0.340,72884.7,127.016,39,364,"1995-01-03 00:00","1996-01-02 00:00"
NC36,Annual,1996,79,100,90,0.855,0.314,0.201,2.538,2.161,10.958,4.155,4.273,16.412,-9,0.354,76558.4,125.665,39,364,"1996-01-02 00:00","1996-12-31 00:00"
NC36,Annual,1997,96,100,99,0.698,0.244,0.303,1.873,2.106,12.240,4.401,3.246,17.721,-9,0.386,78138.0,116.354,46,364,"1996-12-31 00:00","1997-12-30 00:00"
NC36,Annual,1998,92,100,93,1.033,0.404,0.299,3.053,2.993,12.990,5.260,5.597,19.590,-9,0.381,94129.6,149.657,38,364,"1997-12-30 00:00","1998-12-29 00:00"
NC36,Annual,1999,81,100,92,0.734,0.224,1.307,1.519,2.104,10.419,3.988,3.685,14.951,-9,0.311,77764.5,124.485,39,364,"1998-12-29 00:00","1999-12-28 00:00"
NC36,Annual,2000,89,100,86,0.735,0.213,0.224,1.427,2.258,12.344,4.543,2.684,16.508,-9,0.353,61999.3,106.502,36,371,"1999-12-28 00:00","2001-01-02 00:00"
NC36,Annual,2001,87,100,87,0.490,0.166,0.113,1.167,1.491,7.253,2.797,2.169,10.280,-9,0.212,44350.5,75.313,36,363,"2001-01-02 00:00","2001-12-31 00:00"
NC36,Annual,2002,90,100,93,0.545,0.227,0.193,1.852,2.364,10.046,4.106,3.398,13.990,-9,0.262,71423.2,113.645,37,365,"2001-12-31 00:00","2002-12-31 00:00"
NC36,Annual,2003,96,100,98,0.913,0.263,0.248,1.795,3.405,12.164,5.393,3.467,18.355,-9,0.339,102509.6,154.761,44,364,"2002-12-31 00:00","2003-12-30 00:00"
NC36,Annual,2004,92,100,87,0.506,0.221,0.274,1.813,2.309,8.360,3.683,3.353,13.242,-9,0.255,62046.4,105.427,40,364,"2003-12-30 00:00","2004-12-28 00:00"
NC36,Annual,2005,72,100,59,0.866,0.259,0.452,1.577,4.525,14.001,6.679,2.986,19.353,-9,0.321,51305.9,129.280,29,371,"2004-12-28 00:00","2006-01-03 00:00"
NC36,Annual,2006,92,100,99,1.021,0.311,0.261,2.079,2.950,9.484,4.434,3.883,14.824,-9,0.256,83189.2,124.465,40,364,"2006-01-03 00:00","2007-01-02 00:00"
NC36,Annual,2007,92,100,91,0.661,0.265,0.220,2.061,2.613,7.915,3.818,3.693,11.046,-9,0.187,67561.3,110.238,33,364,"2007-01-02 00:00","2008-01-01 00:00"
NC36,Annual,2008,77,100,84,0.904,0.282,0.297,1.991,2.866,8.458,4.138,3.601,13.160,-9,0.230,80470.7,141.199,35,364,"2008-01-01 00:00","2008-12-30 00:00"
NC36,Annual,2009,92,100,86,0.678,0.251,0.251,1.922,2.359,7.048,3.425,3.334,9.203,-9,0.148,53315.8,92.862,41,364,"2008-12-30 00:00","2009-12-29 00:00"
NC36,Annual,2010,92,100,97,0.707,0.252,0.192,1.870,2.613,8.103,3.861,3.308,10.464,-9,0.190,78818.0,119.863,39,364,"2009-12-29 00:00","2010-12-28 00:00"
NC36,Annual,2011,89,100,96,0.931,0.307,0.238,2.069,2.752,7.107,3.744,3.603,7.870,-9,0.110,61628.4,98.990,42,371,"2010-12-28 00:00","2012-01-03 00:00"
NC36,Annual,2012,92,100,98,0.735,0.208,0.296,1.262,3.336,8.493,4.510,2.184,7.538,-9,0.106,69186.7,109.728,42,364,"2012-01-03 00:00","2013-01-01 00:00"
NC36,Annual,2013,94,100,97,0.558,0.310,0.248,2.220,2.195,6.028,3.067,3.907,6.065,-9,0.090,81144.6,124.028,45,364,"2013-01-01 00:00","2013-12-31 00:00"
NC36,Annual,2014,90,100,94,0.535,0.197,0.239,1.365,2.956,6.743,3.820,2.463,6.095,-9,0.097,86697.3,140.767,39,364,"2013-12-31 00:00","2014-12-30 00:00"
NC36,Annual,2015,99,99,100,0.634,0.428,0.364,3.169,3.438,7.685,4.407,5.625,6.148,-9,0.097,104097.7,158.445,47,368,"2014-12-30 00:00","2015-12-28 00:00"
NC36,Annual,2016,94,100,99,0.555,0.230,0.190,1.543,2.734,6.741,3.647,2.734,4.413,-9,0.084,90056.9,135.363,43,372,"2015-12-28 00:00","2017-01-03 00:00"
NC36,Annual,2017,95,100,100,0.619,0.224,0.192,1.537,2.327,5.690,3.094,2.786,3.918,-9,0.068,72235.1,106.755,39,364,"2017-01-03 00:00","2018-01-02 00:00"
NC36,Annual,2018,96,100,99,0.608,0.304,0.251,2.553,2.196,5.119,2.862,4.603,3.611,-9,0.072,100711.5,132.266,45,365,"2018-01-02 00:00","2019-01-02 00:00"
NC36,Annual,2019,88,98,95,0.468,0.172,0.248,1.366,2.025,4.710,2.637,2.379,3.162,-9,0.057,64663.6,95.528,39,363,"2019-01-02 00:00","2019-12-31 00:00"
NC41,Annual,1978,17,25,93,0.136,0.090,0.074,0.741,0.431,1.900,0.764,0.991,3.985,-9,0.079,14005.0,21.869,9,91,"1978-10-03 00:00","1979-01-02 00:00"
NC41,Annual,1979,96,100,98,1.298,0.495,0.281,5.073,3.119,11.766,5.081,4.953,24.309,-9,0.307,79526.0,133.859,43,365,"1979-01-02 00:00","1980-01-02 00:00"
NC41,Annual,1980,94,100,94,0.878,0.485,0.293,4.334,2.130,11.183,4.182,6.026,20.646,-9,0.370,55064.2,91.437,42,363,"1980-01-02 00:00","1980-12-30 00:00"
NC41,Annual,1981,96,100,95,0.980,0.390,0.168,1.278,1.585,7.556,2.938,2.105,13.060,-9,0.216,46809.3,76.554,38,364,"1980-12-30 00:00","1981-12-29 00:00"
NC41,Annual,1982,79,100,71,1.000,0.377,0.259,1.542,2.777,12.380,4.954,2.801,24.112,-9,0.412,53776.3,117.677,36,371,"1981-12-29 00:00","1983-01-04 00:00"
NC41,Annual,1983,90,100,81,1.328,0.622,0.658,3.231,3.817,13.355,5.983,5.636,21.804,-9,0.330,54336.9,119.670,42,364,"1983-01-04 00:00","1984-01-03 00:00"
NC41,Annual,1984,94,100,93,1.145,0.441,0.334,2.314,2.350,11.167,4.349,3.961,18.731,-9,0.295,73218.5,119.304,39,365,"1984-01-03 00:00","1985-01-02 00:00"
NC41,Annual,1985,92,100,91,0.639,0.347,0.292,1.697,1.825,9.043,3.461,3.367,14.326,-9,0.260,55177.5,91.248,36,363,"1985-01-02 00:00","1985-12-31 00:00"
NC41,Annual,1986,73,100,46,0.737,0.377,0.229,2.292,2.275,10.542,4.150,4.142,16.640,-9,0.278,26119.6,81.851,24,364,"1985-12-31 00:00","1986-12-30 00:00"
NC41,Annual,1987,89,100,96,0.615,0.330,0.342,1.913,2.573,11.202,4.530,3.518,19.364,-9,0.362,72667.0,113.840,41,364,"1986-12-30 00:00","1987-12-29 00:00"
NC41,Annual,1988,85,100,73,0.878,0.373,0.727,2.130,1.908,13.141,4.451,3.543,21.488,-9,0.394,44321.8,100.932,37,371,"1987-12-29 00:00","1989-01-03 00:00"
NC41,Annual,1989,98,100,99,1.015,0.421,1.073,2.016,5.599,16.595,8.100,3.975,26.952,-9,0.439,95605.3,145.061,47,364,"1989-01-03 00:00","1990-01-02 00:00"
NC41,Annual,1990,96,100,99,0.653,0.357,0.795,2.468,3.314,10.086,4.854,4.385,17.795,-9,0.294,68129.9,101.979,42,365,"1990-01-02 00:00","1991-01-02 00:00"
NC41,Annual,1991,96,100,97,0.576,0.263,0.400,1.756,3.288,9.844,4.778,3.141,15.239,-9,0.251,64368.2,97.561,41,363,"1991-01-02 00:00","1991-12-31 00:00"
NC41,Annual,1992,90,100,94,0.496,0.238,0.217,1.653,2.593,8.121,3.850,2.841,12.595,-9,0.220,65566.7,103.324,42,364,"1991-12-31 00:00","1992-12-29 00:00"
NC41,Annual,1993,92,100,96,0.563,0.255,0.383,1.701,3.072,9.579,4.551,2.956,15.894,-9,0.253,67370.3,106.313,42,371,"1992-12-29 00:00","1994-01-04 00:00"
NC41,Annual,1994,92,100,97,0.511,0.280,0.321,1.963,2.595,8.625,3.964,3.516,14.295,-9,0.254,63192.0,100.176,41,364,"1994-01-04 00:00","1995-01-03 00:00"
NC41,Annual,1995,96,100,99,0.677,0.425,0.239,3.731,3.479,11.233,5.241,6.002,14.207,-9,0.257,90278.4,132.778,44,364,"1995-01-03 00:00","1996-01-02 00:00"
NC41,Annual,1996,94,100,97,0.751,0.395,1.015,3.057,4.467,11.515,6.072,5.402,17.049,-9,0.274,86288.8,131.756,46,364,"1996-01-02 00:00","1996-12-31 00:00"
NC41,Annual,1997,96,100,99,0.601,0.254,0.385,1.465,3.597,9.617,4.967,2.507,13.533,-9,0.215,62224.4,93.913,44,364,"1996-12-31 00:00","1997-12-30 00:00"
NC41,Annual,1998,96,100,95,0.746,0.347,0.245,2.471,3.333,11.479,5.183,4.581,17.219,-9,0.312,82267.3,128.691,41,364,"1997-12-30 00:00","1998-12-29 00:00"
NC41,Annual,1999,65,100,58,0.616,0.314,2.224,2.405,2.937,9.246,4.371,6.140,12.836,-9,0.216,46841.8,120.864,31,364,"1998-12-29 00:00","1999-12-28 00:00"
NC41,Annual,2000,94,100,93,0.645,0.186,0.197,1.324,3.479,12.220,5.463,2.505,16.902,-9,0.301,65677.6,109.396,37,371,"1999-12-28 00:00","2001-01-02 00:00"
NC41,Annual,2001,94,100,99,0.618,0.188,0.221,1.259,3.003,9.794,4.546,2.462,14.896,-9,0.264,71151.0,110.422,37,364,"2001-01-02 00:00","2002-01-01 00:00"
NC41,Annual,2002,92,98,93,0.455,0.171,0.148,1.412,2.994,10.006,4.586,2.664,13.125,-9,0.218,68498.8,113.832,35,364,"2002-01-01 00:00","2002-12-31 00:00"
NC41,Annual,2003,98,100,99,0.735,0.197,0.197,1.469,3.804,9.996,5.214,2.886,14.967,-9,0.227,88226.8,131.178,45,364,"2002-12-31 00:00","2003-12-30 00:00"
NC41,Annual,2004,98,100,99,0.615,0.267,0.800,1.809,4.499,9.497,5.641,3.363,13.567,-9,0.205,73561.4,115.953,48,364,"2003-12-30 00:00","2004-12-28 00:00"
NC41,Annual,2005,94,100,89,0.620,0.183,0.213,1.290,3.586,8.452,4.696,2.458,13.735,-9,0.198,57860.6,101.589,37,371,"2004-12-28 00:00","2006-01-03 00:00"
NC41,Annual,2006,96,100,99,1.006,0.258,0.515,1.447,5.090,9.873,6.185,2.858,16.987,-9,0.205,78545.7,122.648,47,364,"2006-01-03 00:00","2007-01-02 00:00"
NC41,Annual,2007,88,100,97,0.488,0.172,0.316,1.263,2.957,5.368,3.510,2.306,8.497,-9,0.103,61098.4,95.682,30,364,"2007-01-02 00:00","2008-01-01 00:00"
NC41,Annual,2008,92,100,97,0.710,0.276,0.816,2.173,3.615,6.933,4.375,3.912,10.643,-9,0.123,67961.1,106.003,42,364,"2008-01-01 00:00","2008-12-30 00:00"
NC41,Annual,2009,98,100,100,0.608,0.269,0.467,2.092,3.938,6.696,4.573,3.705,9.922,-9,0.117,77229.3,116.866,45,365,"2008-12-30 00:00","2009-12-30 00:00"
NC41,Annual,2010,98,100,100,0.515,0.154,0.164,1.228,2.961,6.426,3.752,2.226,7.282,-9,0.105,71206.8,109.663,42,363,"2009-12-30 00:00","2010-12-28 00:00"
NC41,Annual,2011,96,100,98,0.729,0.297,0.518,1.947,3.826,6.568,4.457,3.423,7.911,-9,0.072,58922.6,95.890,46,371,"2010-12-28 00:00","2012-01-03 00:00"
NC41,Annual,2012,94,100,99,0.655,0.203,0.418,1.187,4.554,8.182,5.387,2.068,7.854,-9,0.066,67210.0,113.009,44,364,"2012-01-03 00:00","2013-01-01 00:00"
NC41,Annual,2013,96,100,98,0.527,0.258,0.797,1.815,4.342,5.679,4.657,3.238,5.973,-9,0.042,75427.8,122.657,48,364,"2013-01-01 00:00","2013-12-31 00:00"
NC41,Annual,2014,94,100,94,0.598,0.219,0.803,1.357,4.349,6.816,4.919,2.467,6.028,-9,0.056,87633.9,145.948,44,364,"2013-12-31 00:00","2014-12-30 00:00"
NC41,Annual,2015,93,99,92,0.605,0.385,1.073,2.682,5.570,6.616,5.823,4.855,5.914,-9,0.046,76950.3,137.541,42,368,"2014-12-30 00:00","2015-12-29 00:00"
NC41,Annual,2016,82,100,91,0.461,0.274,0.793,1.442,6.143,5.753,6.073,2.624,4.369,-9,0.039,77686.0,144.196,35,371,"2015-12-29 00:00","2017-01-03 00:00"
NC41,Annual,2017,94,100,99,0.521,0.229,0.552,1.084,3.970,4.751,4.158,2.011,3.470,-9,0.035,63874.3,104.191,38,364,"2017-01-03 00:00","2018-01-02 00:00"
NC41,Annual,2018,94,100,94,0.589,0.295,0.419,2.372,4.000,6.000,4.463,4.326,3.783,-9,0.051,95200.9,155.042,45,364,"2018-01-02 00:00","2019-01-01 00:00"
NC41,Annual,2019,90,100,97,0.753,0.388,1.648,1.883,4.837,5.849,5.079,3.330,4.696,-9,0.033,73127.0,117.682,39,364,"2019-01-01 00:00","2019-12-31 00:00"
NC45,Annual,1985,8,8,100,0.047,0.008,0.032,0.081,0.068,0.206,0.100,0.096,0.875,-9,0.016,5907.2,10.516,3,27,"1985-11-26 00:00","1985-12-23 00:00"
NC45,Annual,1986,50,100,59,0.363,0.113,0.091,0.556,1.010,5.164,1.951,0.840,12.745,-9,0.243,36988.9,113.494,22,379,"1985-12-23 00:00","1987-01-06 00:00"
NC45,Annual,1987,60,100,64,0.539,0.152,0.111,0.747,2.115,10.230,3.954,1.272,22.492,-9,0.440,53387.9,138.242,28,364,"1987-01-06 00:00","1988-01-05 00:00"
NC45,Annual,1988,73,96,84,0.587,0.147,0.135,1.016,0.745,5.937,1.920,1.558,14.007,-9,0.245,52427.2,112.869,34,364,"1988-01-05 00:00","1989-01-03 00:00"
NC45,Annual,1989,83,100,86,0.688,0.163,0.199,1.122,2.786,10.005,4.425,1.791,21.204,-9,0.377,94835.3,180.924,41,364,"1989-01-03 00:00","1990-01-02 00:00"
NC45,Annual,1990,47,89,57,0.564,0.182,0.164,1.147,2.476,9.303,4.025,2.166,19.079,-9,0.349,52820.5,182.053,25,372,"1990-01-02 00:00","1991-01-09 00:00"
NC45,Annual,1991,54,92,54,0.417,0.161,0.175,1.103,1.871,8.545,3.384,1.884,17.414,-9,0.329,49176.4,134.572,28,363,"1991-01-09 00:00","1992-01-07 00:00"
NC45,Annual,1992,71,100,74,0.420,0.091,0.110,0.713,1.444,8.282,2.993,1.115,15.887,-9,0.299,89602.8,182.825,33,357,"1992-01-07 00:00","1992-12-29 00:00"
NC45,Annual,1993,66,100,63,0.414,0.103,0.116,0.698,1.952,8.842,3.514,1.189,19.234,-9,0.358,50553.1,129.264,30,372,"1992-12-29 00:00","1994-01-05 00:00"
NC45,Annual,1994,83,100,89,0.777,0.204,0.266,1.369,2.575,10.219,4.310,2.432,20.868,-9,0.420,116914.1,204.386,44,370,"1994-01-05 00:00","1995-01-10 00:00"
NC45,Annual,1995,73,98,79,0.766,0.192,0.211,1.245,2.759,11.705,4.787,1.858,20.325,-9,0.452,99314.8,191.566,35,343,"1995-01-10 00:00","1995-12-19 00:00"
NC45,Annual,1996,70,100,72,0.869,0.198,0.237,1.501,3.081,12.918,5.312,2.430,24.276,-9,0.512,82211.6,197.524,35,378,"1995-12-19 00:00","1996-12-31 00:00"
NC45,Annual,1997,80,100,81,0.618,0.120,0.155,0.670,2.764,11.676,4.785,1.322,21.325,-9,0.442,69465.5,171.699,40,357,"1996-12-31 00:00","1997-12-23 00:00"
NC45,Annual,1998,64,100,48,0.881,0.157,0.490,0.607,3.330,13.260,5.583,1.586,27.714,-9,0.543,46846.1,195.862,31,371,"1997-12-23 00:00","1998-12-29 00:00"
NC45,Annual,1999,67,100,75,1.074,0.195,0.195,0.937,2.851,12.769,5.100,1.816,24.484,-9,0.481,85577.3,195.251,34,364,"1998-12-29 00:00","1999-12-28 00:00"
NC45,Annual,2000,76,100,81,0.992,0.137,0.239,0.701,2.787,11.524,4.769,1.231,19.390,-9,0.370,74711.3,170.986,34,364,"1999-12-28 00:00","2000-12-26 00:00"
NC45,Annual,2001,79,100,83,0.731,0.164,0.219,0.859,2.887,11.073,4.744,1.809,22.365,-9,0.446,83221.4,182.718,35,371,"2000-12-26 00:00","2002-01-01 00:00"
NC45,Annual,2002,83,100,82,0.552,0.125,0.160,0.784,1.870,8.050,3.272,1.514,13.625,-9,0.269,83837.0,178.106,39,364,"2002-01-01 00:00","2002-12-31 00:00"
NC45,Annual,2003,58,100,69,0.807,0.134,0.247,0.560,3.541,11.273,5.298,1.345,23.128,-9,0.446,96013.3,224.107,30,371,"2002-12-31 00:00","2004-01-06 00:00"
NC45,Annual,2004,38,100,25,1.084,0.197,0.271,1.059,4.852,16.500,7.497,2.019,32.262,-9,0.648,36718.9,246.272,19,357,"2004-01-06 00:00","2004-12-28 00:00"
NC45,Annual,2005,56,100,64,0.825,0.195,0.260,1.063,2.799,9.527,4.327,1.996,22.981,-9,0.448,86509.7,217.010,23,350,"2004-12-28 00:00","2005-12-13 00:00"
NC45,Annual,2006,19,100,37,0.952,0.121,0.242,0.260,2.856,8.049,4.037,0.606,16.583,-9,0.290,24240.1,173.097,11,398,"2005-12-13 00:00","2007-01-15 00:00"
NC45,Annual,2007,32,89,36,0.497,0.091,0.099,0.381,1.607,5.386,2.466,0.779,10.920,-9,0.213,18119.0,82.855,14,349,"2007-01-15 00:00","2007-11-20 00:00"
NC45,Annual,2008,37,75,49,0.619,0.143,0.119,0.905,1.525,4.836,2.277,1.715,8.838,-9,0.173,31872.6,119.112,19,364,"2008-03-26 00:00","2008-12-30 00:00"
NC45,Annual,2009,81,100,90,0.865,0.127,0.232,0.781,2.490,7.279,3.579,1.371,11.119,-9,0.194,114404.1,210.982,44,379,"2008-12-30 00:00","2010-01-13 00:00"
NC45,Annual,2010,74,100,70,0.591,0.096,0.165,0.481,1.924,5.579,2.755,0.824,7.365,-9,0.140,58731.9,137.414,33,356,"2010-01-13 00:00","2011-01-04 00:00"
NC45,Annual,2011,77,100,84,0.995,0.181,0.253,0.778,2.804,7.019,3.764,1.321,10.004,-9,0.173,93744.1,180.908,39,364,"2011-01-04 00:00","2012-01-03 00:00"
NC45,Annual,2012,75,100,79,0.685,0.150,0.234,0.618,2.389,7.000,3.437,1.103,7.985,-9,0.158,80331.7,167.053,36,364,"2012-01-03 00:00","2013-01-01 00:00"
NC45,Annual,2013,85,100,88,0.528,0.176,0.201,0.955,2.111,5.605,2.906,1.709,7.314,-9,0.155,135601.6,251.331,43,364,"2013-01-01 00:00","2013-12-31 00:00"
NC45,Annual,2014,79,100,91,0.492,0.105,0.211,0.474,2.301,5.603,3.054,0.843,6.341,-9,0.137,96162.6,175.647,40,364,"2013-12-31 00:00","2014-12-30 00:00"
NC45,Annual,2015,80,100,86,0.383,0.128,0.298,0.703,1.725,4.450,2.345,1.256,4.280,-9,0.115,96523.6,212.926,39,364,"2014-12-30 00:00","2015-12-29 00:00"
NC45,Annual,2016,77,100,78,0.466,0.116,0.168,0.530,1.927,5.019,2.631,0.854,4.501,-9,0.103,63525.5,129.346,34,371,"2015-12-29 00:00","2017-01-03 00:00"
NC45,Annual,2017,85,100,85,0.558,0.115,0.192,0.596,1.885,4.692,2.524,1.058,3.981,-9,0.121,98963.4,192.303,39,363,"2017-01-03 00:00","2018-01-01 00:00"
NC45,Annual,2018,78,98,89,0.661,0.126,0.220,0.724,2.265,6.166,3.153,1.353,4.467,-9,0.170,168890.2,314.570,42,365,"2018-01-01 00:00","2019-01-01 00:00"
NC45,Annual,2019,82,100,93,0.629,0.122,0.325,0.751,1.807,5.278,2.596,1.218,4.243,-9,0.137,116001.2,202.992,41,364,"2019-01-01 00:00","2019-12-31 00:00"
ND00,Annual,2001,79,92,86,0.753,0.117,0.078,0.185,1.240,3.425,1.737,0.171,2.509,-9,0.016,17268.4,35.534,24,365,"2001-01-30 00:00","2002-01-02 00:00"
ND00,Annual,2002,92,100,98,1.422,0.201,0.108,0.214,1.985,4.166,2.484,0.152,2.772,-9,0.004,19340.2,30.975,32,363,"2002-01-02 00:00","2002-12-31 00:00"
ND00,Annual,2003,86,100,87,1.502,0.239,0.085,0.124,2.363,4.419,2.835,0.175,3.152,-9,0.011,23697.3,42.658,33,364,"2002-12-31 00:00","2003-12-30 00:00"
ND00,Annual,2004,83,100,91,0.522,0.083,0.044,0.114,0.882,2.072,1.154,0.092,1.667,-9,0.012,17128.7,27.741,24,364,"2003-12-30 00:00","2004-12-28 00:00"
ND00,Annual,2005,81,100,84,0.959,0.135,0.120,0.222,1.821,4.144,2.351,0.202,3.339,-9,0.013,22300.7,48.184,24,371,"2004-12-28 00:00","2006-01-03 00:00"
ND00,Annual,2006,75,100,77,0.801,0.109,0.085,0.139,1.436,3.115,1.819,0.127,2.151,-9,0.005,11135.0,24.333,21,365,"2006-01-03 00:00","2007-01-03 00:00"
ND00,Annual,2007,88,100,80,1.156,0.164,0.107,0.125,2.022,3.406,2.341,0.189,2.532,-9,0.006,18009.4,35.664,30,362,"2007-01-03 00:00","2007-12-31 00:00"
ND00,Annual,2008,94,100,95,0.838,0.126,0.073,0.102,1.287,2.642,1.597,0.161,1.975,-9,0.006,16519.4,26.873,37,365,"2007-12-31 00:00","2008-12-30 00:00"
ND00,Annual,2009,87,100,86,1.142,0.158,0.103,0.185,1.290,2.628,1.596,0.216,2.072,-9,0.006,15908.4,34.307,29,364,"2008-12-30 00:00","2009-12-29 00:00"
ND00,Annual,2010,88,100,96,1.284,0.163,0.093,0.139,2.109,3.956,2.532,0.221,2.608,-9,0.013,32487.5,58.086,38,364,"2009-12-29 00:00","2010-12-28 00:00"
ND00,Annual,2011,81,100,89,1.177,0.185,0.096,0.215,2.109,3.447,2.417,0.215,3.041,-9,0.011,24929.5,59.741,41,371,"2010-12-28 00:00","2012-01-03 00:00"
ND00,Annual,2012,77,100,83,0.896,0.140,0.089,0.181,1.615,2.829,1.894,0.209,1.810,-9,0.005,14332.2,34.214,27,366,"2012-01-03 00:00","2013-01-03 00:00"
ND00,Annual,2013,75,100,79,1.614,0.253,0.116,0.182,2.617,4.738,3.104,0.231,2.953,-9,0.007,21492.3,55.097,30,362,"2013-01-03 00:00","2013-12-31 00:00"
ND00,Annual,2014,73,96,92,0.961,0.137,0.137,0.220,2.388,3.266,2.593,0.307,2.196,-9,0.010,28888.8,54.897,30,364,"2013-12-31 00:00","2014-12-30 00:00"
ND00,Annual,2015,77,100,92,0.942,0.139,0.201,0.312,1.776,2.493,1.943,0.386,1.680,-9,0.003,16156.3,30.891,29,371,"2014-12-30 00:00","2016-01-05 00:00"
ND00,Annual,2016,73,100,78,1.034,0.159,0.131,0.341,2.320,3.200,2.526,0.299,3.649,-9,0.007,19997.2,46.777,27,363,"2016-01-05 00:00","2017-01-02 00:00"
ND00,Annual,2017,84,100,71,0.784,0.133,0.110,0.191,1.770,2.427,1.923,0.185,1.507,-9,0.007,11275.6,28.922,20,365,"2017-01-02 00:00","2018-01-02 00:00"
ND00,Annual,2018,87,97,96,1.401,0.205,0.184,0.205,3.497,4.387,3.708,0.343,2.260,-9,0.005,25928.6,51.130,35,362,"2018-01-02 00:00","2018-12-27 00:00"
ND00,Annual,2019,83,100,98,0.945,0.148,0.089,0.159,2.025,3.076,2.268,0.248,1.978,-9,0.008,36564.7,59.043,32,364,"2018-12-27 00:00","2019-12-31 00:00"
ND07,Annual,1981,65,65,100,1.077,0.293,0.103,0.327,0.929,2.867,1.370,0.317,4.034,-9,0.011,15205.9,26.400,28,238,"1981-05-05 00:00","1981-12-29 00:00"
ND07,Annual,1982,89,100,88,1.590,0.369,0.331,0.331,0.966,4.091,1.674,0.429,5.366,-9,0.033,28678.3,54.254,37,371,"1981-12-29 00:00","1983-01-04 00:00"
ND07,Annual,1983,83,98,89,0.813,0.160,0.097,0.214,0.607,2.524,1.042,0.259,2.919,-9,0.017,15308.7,26.155,31,364,"1983-01-04 00:00","1984-01-03 00:00"
ND07,Annual,1984,72,99,78,1.357,0.334,0.191,0.433,0.608,2.421,1.020,0.424,4.026,-9,0.013,10546.4,22.694,20,365,"1984-01-03 00:00","1985-01-02 00:00"
ND07,Annual,1985,74,100,76,0.924,0.178,0.104,0.217,0.781,2.602,1.195,0.250,3.720,-9,0.021,15414.9,32.408,28,377,"1985-01-02 00:00","1986-01-14 00:00"
ND07,Annual,1986,62,100,44,1.054,0.192,0.096,0.266,1.102,3.146,1.567,0.293,4.674,-9,0.021,12321.7,53.237,20,350,"1986-01-14 00:00","1986-12-30 00:00"
ND07,Annual,1987,42,48,40,0.121,0.023,0.013,0.080,0.049,0.328,0.112,0.040,0.408,-9,0.001,1190.4,5.020,9,364,"1986-12-30 00:00","1987-12-29 00:00"
ND07,Annual,1988,62,100,54,0.528,0.082,0.064,0.275,0.535,1.893,0.843,0.212,2.307,-9,0.014,6998.0,22.756,21,371,"1987-12-29 00:00","1989-01-03 00:00"
